txn_id,account_id,txn_date,amount,merchant
TXN003188,ACC0242,2025-03-19,55650.13,Uber
TXN008223,ACC0397,2025-06-12,95440.64,Uber
TXN018498,ACC0280,2025-01-31,39931.73,Zomato
TXN008751,ACC0463,2025-02-09,48771.38,Unknown_POS
TXN014567,ACC0164,2025-01-25,126738.02,Amazon
TXN007752,ACC0330,2025-03-06,69378.43,Zomato
TXN007452,ACC0312,2025-03-11,131876.73,ATM_Withdrawal
TXN014306,ACC0476,2025-01-14,47210.6,Amazon
TXN005891,ACC0070,2025-01-03,66825.67,Unknown_POS
TXN004185,ACC0225,2025-07-20,134149.43,BigBasket
TXN014989,ACC0056,2025-03-06,53783.85,Unknown_POS
TXN005607,ACC0434,2025-05-06,18536.72,Uber
TXN010004,ACC0227,2025-07-19,139691.34,Unknown_POS
TXN011690,ACC0047,2025-06-02,51982.08,Uber
TXN012649,ACC0377,2025-01-05,49290.85,ATM_Withdrawal
TXN006371,ACC0084,2025-01-07,90540.33,Unknown_POS
TXN001294,ACC0272,2025-01-25,92857.19,Zomato
TXN018957,ACC0262,2025-02-06,137394.58,ATM_Withdrawal
TXN010490,ACC0073,2025-04-06,5551.11,ATM_Withdrawal
TXN013360,ACC0091,2025-07-04,24542.71,BigBasket
TXN013613,ACC0228,2025-05-16,24336.38,ATM_Withdrawal
TXN001861,ACC0066,2025-03-21,87699.12,BigBasket
TXN014755,ACC0292,2025-04-22,78081.91,Zomato
TXN010331,ACC0249,2025-01-12,27579.47,Flipkart
TXN007820,ACC0409,2025-07-17,103145.51,BigBasket
TXN007838,ACC0002,2025-05-04,63189.11,ATM_Withdrawal
TXN002012,ACC0411,2025-06-25,104456.89,Zomato
TXN008018,ACC0370,2025-01-13,85165.24,Amazon
TXN005656,ACC0290,2025-01-11,111499.5,ATM_Withdrawal
TXN005585,ACC0393,2025-06-16,56762.64,Amazon
TXN017794,ACC0314,2025-01-07,132353.49,Amazon
TXN007895,ACC0468,2025-07-13,147545.75,Uber
TXN016716,ACC0302,2025-03-04,77624.65,Zomato
TXN011820,ACC0406,2025-07-28,57639.35,Swiggy
TXN019544,ACC0222,2025-04-10,67521.65,Unknown_POS
TXN001193,ACC0351,2025-06-12,80902.62,Uber
TXN018445,ACC0085,2025-03-14,546.47,Unknown_POS
TXN009242,ACC0465,2025-03-18,108302.28,BigBasket
TXN000117,ACC0273,2025-04-08,123512.9,Zomato
TXN011467,ACC0476,2025-05-08,118777.44,Uber
TXN007296,ACC0333,2025-06-29,71858.67,Zomato
TXN009810,ACC0298,2025-04-16,31264.96,BigBasket
TXN016339,ACC0205,2025-04-14,65484.12,Swiggy
TXN001144,ACC0201,2025-02-16,104957.21,BigBasket
TXN001614,ACC0146,2025-06-24,147201.1,Flipkart
TXN003075,ACC0114,2025-01-17,91727.37,ATM_Withdrawal
TXN011868,ACC0402,2025-04-25,71646.38,ATM_Withdrawal
TXN000132,ACC0210,2025-02-08,45018.28,Swiggy
TXN011540,ACC0211,2025-06-17,26229.66,Swiggy
TXN015824,ACC0331,2025-04-25,106616.42,Uber
TXN011266,ACC0202,2025-04-13,32695.93,Amazon
TXN014347,ACC0313,2025-03-25,131618.02,Swiggy
TXN002760,ACC0226,2025-02-16,38738.14,Uber
TXN018774,ACC0043,2025-03-30,62363.55,Zomato
TXN004909,ACC0181,2025-07-18,84243.98,Unknown_POS
TXN018115,ACC0062,2025-03-20,59896.31,Amazon
TXN000447,ACC0052,2025-05-03,118320.06,Zomato
TXN019682,ACC0283,2025-06-28,65528.29,BigBasket
TXN005436,ACC0136,2025-03-16,47439.76,Swiggy
TXN019292,ACC0172,2025-02-04,27093.45,ATM_Withdrawal
TXN007066,ACC0011,2025-04-03,104007.25,ATM_Withdrawal
TXN018416,ACC0225,2025-07-27,21152.31,Swiggy
TXN008982,ACC0135,2025-07-05,144234.94,Zomato
TXN004528,ACC0036,2025-02-11,8362.86,Zomato
TXN011710,ACC0095,2025-01-09,65921.09,Zomato
TXN015785,ACC0258,2025-04-21,45667.96,BigBasket
TXN006651,ACC0495,2025-03-04,12911.83,Zomato
TXN014241,ACC0294,2025-01-20,3956.77,Zomato
TXN017086,ACC0003,2025-07-22,37688.73,BigBasket
TXN019161,ACC0411,2025-01-11,29307.89,Amazon
TXN011963,ACC0341,2025-06-27,69202.94,Zomato
TXN019032,ACC0265,2025-03-28,120535.14,Amazon
TXN014464,ACC0114,2025-01-25,58374.96,BigBasket
TXN001661,ACC0045,2025-03-19,115469.69,Swiggy
TXN016124,ACC0481,2025-02-04,123770.12,Amazon
TXN003675,ACC0275,2025-01-02,137284.34,Uber
TXN010844,ACC0444,2025-07-15,149828.39,Unknown_POS
TXN007477,ACC0331,2025-03-27,117241.9,Unknown_POS
TXN005588,ACC0419,2025-06-30,102459.5,Flipkart
TXN006067,ACC0089,2025-03-18,104615.12,Amazon
TXN008924,ACC0471,2025-07-02,105772.06,Unknown_POS
TXN014875,ACC0042,2025-07-01,51130.86,Flipkart
TXN010021,ACC0027,2025-05-02,93423.38,Zomato
TXN000432,ACC0090,2025-07-01,145313.0,BigBasket
TXN017029,ACC0415,2025-07-02,45697.17,Flipkart
TXN014970,ACC0223,2025-06-25,139929.95,Swiggy
TXN003858,ACC0379,2025-04-09,127595.43,Unknown_POS
TXN016538,ACC0476,2025-03-22,93798.2,Zomato
TXN016302,ACC0006,2025-07-19,93481.9,Uber
TXN005991,ACC0360,2025-01-07,133558.92,Unknown_POS
TXN015764,ACC0141,2025-03-07,58254.97,BigBasket
TXN009825,ACC0037,2025-02-11,66213.31,BigBasket
TXN014054,ACC0235,2025-07-08,130523.71,BigBasket
TXN009657,ACC0385,2025-02-01,26657.69,Swiggy
TXN000231,ACC0496,2025-07-12,49772.93,Unknown_POS
TXN018417,ACC0487,2025-01-16,71631.85,Zomato
TXN018828,ACC0039,2025-04-12,60894.85,Flipkart
TXN015648,ACC0091,2025-03-10,40223.57,Uber
TXN016056,ACC0015,2025-03-14,92571.9,Amazon
TXN019114,ACC0267,2025-05-17,35273.19,ATM_Withdrawal
TXN002828,ACC0228,2025-04-21,74013.67,Flipkart
TXN001507,ACC0219,2025-02-23,52130.11,Flipkart
TXN008663,ACC0418,2025-06-07,81082.09,ATM_Withdrawal
TXN010079,ACC0222,2025-06-28,135419.85,Swiggy
TXN018348,ACC0179,2025-04-14,70514.39,Flipkart
TXN010171,ACC0355,2025-02-01,90020.87,Flipkart
TXN010304,ACC0214,2025-04-12,15848.01,BigBasket
TXN015103,ACC0268,2025-05-20,51201.71,Uber
TXN008295,ACC0425,2025-01-08,23373.32,Unknown_POS
TXN014466,ACC0018,2025-01-05,32380.22,Unknown_POS
TXN011801,ACC0410,2025-03-22,90232.67,Zomato
TXN016461,ACC0114,2025-03-15,10214.86,Unknown_POS
TXN012012,ACC0228,2025-04-08,98936.84,Flipkart
TXN018563,ACC0430,2025-03-16,20211.16,Flipkart
TXN004135,ACC0006,2025-05-31,61400.27,Uber
TXN018522,ACC0030,2025-05-10,100448.34,Flipkart
TXN000478,ACC0022,2025-04-19,11801.36,Unknown_POS
TXN011637,ACC0341,2025-05-14,94738.25,Flipkart
TXN016663,ACC0161,2025-03-18,26336.04,BigBasket
TXN011199,ACC0331,2025-04-26,78824.61,Flipkart
TXN010653,ACC0057,2025-05-05,58598.44,Flipkart
TXN015095,ACC0040,2025-06-23,146768.63,BigBasket
TXN011379,ACC0308,2025-04-13,23603.85,Amazon
TXN003857,ACC0210,2025-07-02,66647.75,Swiggy
TXN002697,ACC0035,2025-02-10,145218.82,Flipkart
TXN015726,ACC0094,2025-04-30,142225.04,Zomato
TXN011966,ACC0095,2025-01-27,105861.21,ATM_Withdrawal
TXN012035,ACC0459,2025-05-15,101696.65,Flipkart
TXN008528,ACC0356,2025-03-06,70417.57,Uber
TXN009670,ACC0130,2025-05-03,75651.91,Flipkart
TXN001319,ACC0127,2025-03-25,65165.6,Zomato
TXN002593,ACC0340,2025-05-05,38067.85,ATM_Withdrawal
TXN018294,ACC0059,2025-02-28,138695.6,Zomato
TXN001750,ACC0157,2025-04-06,45523.85,ATM_Withdrawal
TXN017059,ACC0324,2025-01-16,15044.44,Amazon
TXN005804,ACC0073,2025-01-26,107043.82,Unknown_POS
TXN018838,ACC0154,2025-07-15,88502.96,ATM_Withdrawal
TXN009013,ACC0180,2025-07-08,58608.71,ATM_Withdrawal
TXN001256,ACC0042,2025-04-28,114079.94,Uber
TXN012931,ACC0344,2025-03-22,115337.92,Unknown_POS
TXN005976,ACC0228,2025-07-19,50034.3,Unknown_POS
TXN018033,ACC0128,2025-01-23,6712.2,Swiggy
TXN005633,ACC0015,2025-05-31,109541.96,ATM_Withdrawal
TXN017622,ACC0363,2025-05-04,25610.62,BigBasket
TXN011399,ACC0034,2025-07-19,19317.33,Flipkart
TXN008491,ACC0348,2025-07-30,61688.44,Amazon
TXN002680,ACC0473,2025-02-14,48207.82,ATM_Withdrawal
TXN000635,ACC0232,2025-07-26,20049.11,Unknown_POS
TXN003282,ACC0128,2025-02-27,37638.07,Uber
TXN007093,ACC0206,2025-06-16,30477.59,Amazon
TXN007321,ACC0107,2025-04-28,14811.91,ATM_Withdrawal
TXN011487,ACC0419,2025-05-02,100534.1,Amazon
TXN001395,ACC0213,2025-02-14,83394.29,Swiggy
TXN018656,ACC0040,2025-01-07,19115.76,Swiggy
TXN006466,ACC0009,2025-05-12,116340.95,BigBasket
TXN007443,ACC0488,2025-03-02,38640.27,ATM_Withdrawal
TXN009022,ACC0156,2025-07-13,67118.74,Zomato
TXN008515,ACC0252,2025-07-08,81243.98,ATM_Withdrawal
TXN012153,ACC0052,2025-06-20,91691.4,ATM_Withdrawal
TXN009950,ACC0304,2025-02-28,123830.3,Amazon
TXN002672,ACC0024,2025-01-08,127812.08,Swiggy
TXN005647,ACC0036,2025-05-27,54090.63,Unknown_POS
TXN003393,ACC0287,2025-06-16,8678.99,BigBasket
TXN013962,ACC0253,2025-03-27,6683.18,Uber
TXN007367,ACC0201,2025-05-16,146705.57,Swiggy
TXN009086,ACC0022,2025-05-25,130736.46,Uber
TXN006949,ACC0251,2025-04-04,100912.55,BigBasket
TXN007473,ACC0252,2025-06-19,43915.05,Swiggy
TXN012228,ACC0001,2025-06-13,22066.15,Amazon
TXN000399,ACC0087,2025-05-27,65001.8,Unknown_POS
TXN009190,ACC0262,2025-05-01,23867.73,Uber
TXN014777,ACC0123,2025-03-25,20686.61,ATM_Withdrawal
TXN007864,ACC0406,2025-03-12,77184.14,Swiggy
TXN009333,ACC0185,2025-05-13,34607.62,ATM_Withdrawal
TXN015599,ACC0225,2025-06-20,107199.07,Uber
TXN000047,ACC0354,2025-02-22,61586.09,ATM_Withdrawal
TXN006902,ACC0359,2025-05-07,9645.35,BigBasket
TXN013930,ACC0200,2025-07-04,125926.89,Zomato
TXN003739,ACC0328,2025-06-14,68075.43,Zomato
TXN011503,ACC0158,2025-01-09,103855.34,Swiggy
TXN009202,ACC0132,2025-07-22,143206.54,Zomato
TXN008211,ACC0418,2025-06-11,60707.85,Uber
TXN002469,ACC0429,2025-05-22,23900.02,BigBasket
TXN015820,ACC0428,2025-07-21,115631.61,Swiggy
TXN004921,ACC0172,2025-01-14,66855.14,ATM_Withdrawal
TXN016871,ACC0368,2025-06-28,90256.26,BigBasket
TXN002801,ACC0463,2025-04-19,53187.45,Unknown_POS
TXN004193,ACC0257,2025-06-09,118257.06,BigBasket
TXN003532,ACC0462,2025-02-08,24530.35,Flipkart
TXN006078,ACC0376,2025-06-30,39969.75,Amazon
TXN006932,ACC0233,2025-03-28,115947.73,Zomato
TXN011786,ACC0320,2025-06-12,17991.09,Amazon
TXN000139,ACC0275,2025-07-05,124419.47,Amazon
TXN006124,ACC0391,2025-01-18,60362.76,Swiggy
TXN007379,ACC0463,2025-07-30,130142.84,Flipkart
TXN004347,ACC0372,2025-04-14,114456.81,Unknown_POS
TXN010421,ACC0402,2025-03-02,54146.1,ATM_Withdrawal
TXN005019,ACC0130,2025-01-23,41649.77,ATM_Withdrawal
TXN015091,ACC0198,2025-02-11,82322.62,Zomato
TXN014154,ACC0254,2025-03-08,4997.47,Amazon
TXN001031,ACC0078,2025-07-19,28230.64,Swiggy
TXN013315,ACC0331,2025-04-12,48495.05,Unknown_POS
TXN008778,ACC0058,2025-03-03,108340.44,Swiggy
TXN000145,ACC0469,2025-03-04,104359.16,Zomato
TXN005225,ACC0403,2025-01-19,118766.48,Uber
TXN002308,ACC0057,2025-01-04,114528.69,Amazon
TXN018970,ACC0269,2025-01-13,89108.23,Unknown_POS
TXN004536,ACC0266,2025-05-09,75912.01,ATM_Withdrawal
TXN016314,ACC0301,2025-07-27,55760.39,Swiggy
TXN002096,ACC0113,2025-07-04,38681.4,ATM_Withdrawal
TXN013890,ACC0227,2025-06-05,123872.43,Unknown_POS
TXN017850,ACC0214,2025-02-17,120826.92,Zomato
TXN010321,ACC0324,2025-06-06,82677.6,Amazon
TXN010491,ACC0317,2025-04-12,114440.85,ATM_Withdrawal
TXN011434,ACC0172,2025-05-22,45165.31,Swiggy
TXN019080,ACC0141,2025-05-26,142405.88,Flipkart
TXN007396,ACC0334,2025-05-31,64325.92,Uber
TXN005945,ACC0093,2025-05-19,129183.79,Swiggy
TXN000395,ACC0299,2025-05-31,38860.16,Flipkart
TXN018069,ACC0110,2025-02-16,87787.79,Uber
TXN005333,ACC0314,2025-07-16,131249.65,Zomato
TXN006331,ACC0164,2025-03-15,112087.63,Uber
TXN005005,ACC0109,2025-05-18,55745.69,Flipkart
TXN012878,ACC0156,2025-01-07,91525.76,Unknown_POS
TXN016664,ACC0363,2025-04-21,141154.14,Unknown_POS
TXN010271,ACC0430,2025-07-04,29734.12,Swiggy
TXN011348,ACC0260,2025-03-12,77306.23,ATM_Withdrawal
TXN008404,ACC0189,2025-06-29,49305.09,Uber
TXN018171,ACC0033,2025-04-24,52553.94,Amazon
TXN016138,ACC0421,2025-06-30,130578.87,Unknown_POS
TXN005791,ACC0439,2025-06-21,64383.72,Uber
TXN011836,ACC0095,2025-05-11,134215.06,Flipkart
TXN010356,ACC0072,2025-06-24,110417.32,BigBasket
TXN002700,ACC0299,2025-05-01,140542.19,Uber
TXN001657,ACC0008,2025-02-18,16831.28,Amazon
TXN001233,ACC0045,2025-06-04,19529.59,Swiggy
TXN017941,ACC0420,2025-07-29,13039.88,Zomato
TXN002088,ACC0446,2025-05-14,131441.29,Amazon
TXN004406,ACC0321,2025-05-20,76154.86,Amazon
TXN011560,ACC0091,2025-04-12,119423.9,ATM_Withdrawal
TXN000046,ACC0226,2025-03-22,62846.11,Unknown_POS
TXN007043,ACC0234,2025-07-11,142521.46,Flipkart
TXN008325,ACC0275,2025-07-23,1056.69,BigBasket
TXN014141,ACC0495,2025-06-13,51406.76,BigBasket
TXN019775,ACC0277,2025-07-24,38148.0,Flipkart
TXN016147,ACC0460,2025-02-04,142190.72,BigBasket
TXN008198,ACC0213,2025-01-01,85900.07,Uber
TXN012477,ACC0388,2025-04-08,127685.03,Unknown_POS
TXN008965,ACC0105,2025-07-10,66893.34,Uber
TXN016885,ACC0133,2025-06-20,98233.51,ATM_Withdrawal
TXN001443,ACC0188,2025-06-28,88427.62,ATM_Withdrawal
TXN011232,ACC0106,2025-07-14,141453.96,BigBasket
TXN003846,ACC0476,2025-05-22,53065.04,Zomato
TXN014962,ACC0484,2025-04-04,145763.02,Swiggy
TXN017124,ACC0419,2025-03-25,111955.01,Flipkart
TXN006073,ACC0294,2025-03-07,67322.86,Amazon
TXN003789,ACC0383,2025-06-29,58636.93,BigBasket
TXN001687,ACC0173,2025-04-21,17139.7,Zomato
TXN008015,ACC0391,2025-07-26,33997.84,Amazon
TXN017634,ACC0405,2025-05-03,126318.48,Swiggy
TXN010086,ACC0235,2025-06-18,75916.82,BigBasket
TXN007437,ACC0312,2025-06-23,2485.58,Zomato
TXN000058,ACC0459,2025-04-12,122765.7,Swiggy
TXN002081,ACC0327,2025-07-28,48361.43,BigBasket
TXN012992,ACC0188,2025-02-04,148297.72,Amazon
TXN011230,ACC0080,2025-07-10,49816.51,Swiggy
TXN018161,ACC0304,2025-03-12,143155.97,Uber
TXN007324,ACC0342,2025-04-08,144214.15,Uber
TXN014415,ACC0141,2025-07-13,14736.28,Uber
TXN019962,ACC0019,2025-02-21,38771.04,Uber
TXN016013,ACC0315,2025-06-22,120272.05,Amazon
TXN012187,ACC0262,2025-06-19,47525.89,Unknown_POS
TXN018983,ACC0473,2025-06-07,26919.21,ATM_Withdrawal
TXN015327,ACC0055,2025-04-13,29564.03,ATM_Withdrawal
TXN006890,ACC0244,2025-01-02,59462.45,Swiggy
TXN013116,ACC0218,2025-06-29,124466.87,Uber
TXN019626,ACC0500,2025-03-30,78330.36,Uber
TXN002631,ACC0491,2025-07-16,63166.75,Swiggy
TXN001555,ACC0378,2025-04-16,138978.26,BigBasket
TXN005379,ACC0295,2025-06-26,79050.55,Swiggy
TXN004745,ACC0310,2025-06-05,52086.17,Amazon
TXN010565,ACC0375,2025-02-10,102638.81,Flipkart
TXN015276,ACC0071,2025-04-05,100920.66,Unknown_POS
TXN017152,ACC0058,2025-02-16,14759.11,Unknown_POS
TXN018651,ACC0209,2025-03-07,322.57,Unknown_POS
TXN003545,ACC0493,2025-06-12,48138.75,Flipkart
TXN011345,ACC0093,2025-03-28,71859.86,ATM_Withdrawal
TXN003414,ACC0103,2025-02-28,52712.54,Flipkart
TXN015964,ACC0112,2025-02-15,86875.05,Swiggy
TXN009308,ACC0305,2025-04-11,121280.87,Uber
TXN009480,ACC0266,2025-02-13,141548.37,Flipkart
TXN011082,ACC0356,2025-04-03,11379.66,Zomato
TXN001441,ACC0088,2025-07-13,80592.12,Flipkart
TXN007034,ACC0131,2025-03-23,10491.37,BigBasket
TXN010747,ACC0496,2025-05-31,120130.58,Unknown_POS
TXN012403,ACC0187,2025-01-28,76922.98,Flipkart
TXN015653,ACC0351,2025-01-21,21528.66,Amazon
TXN017623,ACC0194,2025-07-08,9139.3,BigBasket
TXN000525,ACC0097,2025-02-08,77618.17,Zomato
TXN007399,ACC0288,2025-07-11,91711.28,Swiggy
TXN013248,ACC0367,2025-05-10,62715.89,Unknown_POS
TXN012383,ACC0132,2025-07-19,32558.59,BigBasket
TXN010451,ACC0324,2025-05-22,79745.22,Uber
TXN008915,ACC0185,2025-07-04,126545.96,Zomato
TXN017353,ACC0096,2025-01-01,119285.01,ATM_Withdrawal
TXN001424,ACC0179,2025-03-21,103673.05,Swiggy
TXN004186,ACC0030,2025-07-21,94645.36,Amazon
TXN006005,ACC0363,2025-07-29,38193.13,BigBasket
TXN001371,ACC0208,2025-05-08,115289.3,ATM_Withdrawal
TXN006087,ACC0378,2025-01-25,44075.32,ATM_Withdrawal
TXN016683,ACC0444,2025-02-02,50628.26,Unknown_POS
TXN001113,ACC0111,2025-05-15,45382.63,Flipkart
TXN006978,ACC0344,2025-02-05,127312.92,Unknown_POS
TXN002654,ACC0244,2025-05-03,43540.93,Flipkart
TXN005620,ACC0497,2025-01-06,27984.14,Swiggy
TXN019675,ACC0311,2025-02-07,23558.25,Uber
TXN009311,ACC0498,2025-04-24,111700.0,BigBasket
TXN016730,ACC0327,2025-02-02,141666.36,Zomato
TXN018037,ACC0019,2025-05-31,27698.4,BigBasket
TXN000203,ACC0372,2025-05-24,135785.88,Zomato
TXN006112,ACC0112,2025-05-09,114001.13,Amazon
TXN003820,ACC0266,2025-06-23,61760.31,Uber
TXN007403,ACC0450,2025-02-22,32408.11,ATM_Withdrawal
TXN003211,ACC0491,2025-04-03,135770.27,ATM_Withdrawal
TXN000932,ACC0398,2025-06-08,35856.04,Flipkart
TXN005700,ACC0444,2025-01-04,53923.98,BigBasket
TXN018215,ACC0236,2025-05-07,18784.07,BigBasket
TXN003454,ACC0024,2025-04-08,30944.17,Flipkart
TXN009163,ACC0065,2025-07-05,107688.38,Flipkart
TXN000673,ACC0170,2025-04-03,44071.47,ATM_Withdrawal
TXN014669,ACC0466,2025-03-21,130817.29,BigBasket
TXN000085,ACC0245,2025-03-24,140377.02,Amazon
TXN009558,ACC0123,2025-02-09,6606.89,Zomato
TXN013952,ACC0130,2025-06-08,139679.87,BigBasket
TXN012372,ACC0434,2025-04-28,8699.04,Amazon
TXN002669,ACC0295,2025-07-01,139115.47,Uber
TXN000276,ACC0398,2025-07-27,35580.06,BigBasket
TXN005419,ACC0105,2025-03-20,92530.56,Swiggy
TXN000856,ACC0445,2025-02-12,96105.07,BigBasket
TXN002243,ACC0342,2025-07-30,64402.38,ATM_Withdrawal
TXN018586,ACC0480,2025-07-24,114484.35,Zomato
TXN018995,ACC0072,2025-07-23,70161.87,BigBasket
TXN004352,ACC0394,2025-07-19,39568.7,Unknown_POS
TXN008016,ACC0329,2025-03-17,18847.89,ATM_Withdrawal
TXN009800,ACC0102,2025-07-20,52008.14,Unknown_POS
TXN002089,ACC0066,2025-05-08,119533.27,Uber
TXN003465,ACC0321,2025-06-27,59350.5,ATM_Withdrawal
TXN009350,ACC0456,2025-03-24,67105.72,BigBasket
TXN009806,ACC0384,2025-02-13,24474.36,BigBasket
TXN005954,ACC0012,2025-04-26,108431.75,Unknown_POS
TXN008356,ACC0263,2025-01-30,92785.59,Uber
TXN016619,ACC0389,2025-01-22,23161.78,Flipkart
TXN018847,ACC0328,2025-05-13,25606.44,Uber
TXN019011,ACC0226,2025-01-13,66004.92,Flipkart
TXN007479,ACC0249,2025-03-29,46664.46,Swiggy
TXN002627,ACC0050,2025-02-05,79009.38,BigBasket
TXN007596,ACC0242,2025-02-19,44314.04,Flipkart
TXN000505,ACC0189,2025-07-30,69659.56,Unknown_POS
TXN009071,ACC0494,2025-05-19,13941.76,BigBasket
TXN017736,ACC0263,2025-07-29,46597.17,Uber
TXN002880,ACC0011,2025-01-04,111410.66,Swiggy
TXN018987,ACC0497,2025-03-29,149879.72,Zomato
TXN000477,ACC0498,2025-02-24,121278.69,Swiggy
TXN002129,ACC0436,2025-07-01,45645.9,Swiggy
TXN012328,ACC0276,2025-05-06,20142.96,Amazon
TXN003240,ACC0104,2025-03-19,24535.17,Uber
TXN003170,ACC0001,2025-03-06,113196.31,Uber
TXN010905,ACC0337,2025-02-20,116441.67,ATM_Withdrawal
TXN001426,ACC0089,2025-07-01,45737.4,Flipkart
TXN014447,ACC0392,2025-02-13,45901.91,ATM_Withdrawal
TXN015161,ACC0075,2025-04-18,8932.5,Unknown_POS
TXN015406,ACC0101,2025-05-06,2141.43,BigBasket
TXN008077,ACC0482,2025-05-05,115615.68,Flipkart
TXN008938,ACC0440,2025-07-26,6101.71,Uber
TXN004117,ACC0124,2025-03-14,37852.21,Zomato
TXN019900,ACC0212,2025-07-20,113789.0,Amazon
TXN008280,ACC0072,2025-01-23,128319.59,Amazon
TXN013640,ACC0444,2025-04-12,53739.74,Zomato
TXN006920,ACC0409,2025-07-04,93760.89,Swiggy
TXN012121,ACC0274,2025-04-25,92624.53,ATM_Withdrawal
TXN010300,ACC0368,2025-04-16,138275.7,Swiggy
TXN000034,ACC0412,2025-05-02,77923.94,Swiggy
TXN012004,ACC0405,2025-06-11,2866.41,Amazon
TXN016815,ACC0050,2025-03-22,99513.92,Unknown_POS
TXN013883,ACC0332,2025-05-22,74554.92,Amazon
TXN011093,ACC0066,2025-06-22,118640.26,ATM_Withdrawal
TXN018377,ACC0225,2025-04-07,128296.02,Amazon
TXN001857,ACC0304,2025-07-22,126124.88,Swiggy
TXN002051,ACC0301,2025-03-20,110103.32,Flipkart
TXN008106,ACC0180,2025-06-10,5325.93,Unknown_POS
TXN009137,ACC0456,2025-05-13,48059.31,Amazon
TXN008424,ACC0383,2025-03-05,109591.87,ATM_Withdrawal
TXN003435,ACC0416,2025-06-18,106160.23,Flipkart
TXN017380,ACC0053,2025-02-10,11344.25,BigBasket
TXN011303,ACC0372,2025-02-19,52644.93,Unknown_POS
TXN010639,ACC0203,2025-06-05,60643.42,Swiggy
TXN001368,ACC0341,2025-03-23,146704.48,Swiggy
TXN000509,ACC0177,2025-02-11,125656.18,Uber
TXN017612,ACC0082,2025-02-16,39725.34,Swiggy
TXN016506,ACC0149,2025-02-28,73116.93,Swiggy
TXN007629,ACC0285,2025-04-29,140894.38,Swiggy
TXN001649,ACC0109,2025-02-17,11779.17,Uber
TXN006616,ACC0038,2025-02-23,108793.44,Unknown_POS
TXN004845,ACC0396,2025-06-08,70441.59,Amazon
TXN001159,ACC0285,2025-01-25,123312.36,Swiggy
TXN015771,ACC0128,2025-02-28,126153.4,ATM_Withdrawal
TXN018193,ACC0381,2025-06-09,113948.3,Unknown_POS
TXN016913,ACC0413,2025-04-19,75484.2,Unknown_POS
TXN014594,ACC0002,2025-02-09,2544.05,Flipkart
TXN006046,ACC0426,2025-01-15,71126.54,Unknown_POS
TXN004961,ACC0076,2025-01-12,54233.83,Flipkart
TXN008278,ACC0099,2025-05-24,38725.56,Uber
TXN013325,ACC0427,2025-01-13,146388.11,Swiggy
TXN018024,ACC0466,2025-05-30,140547.37,Unknown_POS
TXN000613,ACC0423,2025-01-24,118777.9,Uber
TXN006950,ACC0477,2025-07-12,57916.13,ATM_Withdrawal
TXN017085,ACC0428,2025-07-24,55056.13,ATM_Withdrawal
TXN008268,ACC0307,2025-07-03,35638.69,Swiggy
TXN008067,ACC0128,2025-07-30,19853.75,Flipkart
TXN016111,ACC0402,2025-05-23,9901.85,Swiggy
TXN014457,ACC0044,2025-01-24,140101.3,ATM_Withdrawal
TXN019857,ACC0380,2025-01-06,61921.43,Uber
TXN002112,ACC0055,2025-04-12,1427.82,ATM_Withdrawal
TXN003635,ACC0423,2025-06-08,72408.84,Swiggy
TXN006434,ACC0481,2025-05-08,45060.67,Swiggy
TXN008683,ACC0112,2025-01-16,141230.67,ATM_Withdrawal
TXN017436,ACC0091,2025-05-18,100083.3,Unknown_POS
TXN018133,ACC0075,2025-07-22,113605.55,Flipkart
TXN013051,ACC0480,2025-04-12,80143.03,Unknown_POS
TXN017478,ACC0269,2025-01-24,38633.34,Unknown_POS
TXN007780,ACC0389,2025-01-27,65777.5,Amazon
TXN017056,ACC0374,2025-04-27,88461.83,Zomato
TXN005587,ACC0194,2025-07-26,38270.37,Flipkart
TXN015365,ACC0327,2025-05-27,124868.09,Flipkart
TXN010478,ACC0410,2025-07-23,9626.03,ATM_Withdrawal
TXN017911,ACC0338,2025-07-09,132985.6,ATM_Withdrawal
TXN010775,ACC0437,2025-04-21,5489.25,Unknown_POS
TXN000397,ACC0415,2025-02-02,13842.2,BigBasket
TXN018359,ACC0167,2025-04-20,118366.42,Zomato
TXN017713,ACC0073,2025-04-30,126873.09,Unknown_POS
TXN010780,ACC0149,2025-06-21,104973.23,Zomato
TXN011563,ACC0458,2025-06-17,67360.15,Swiggy
TXN009961,ACC0018,2025-03-20,64099.34,Amazon
TXN018860,ACC0103,2025-07-06,48293.57,Swiggy
TXN007579,ACC0179,2025-02-23,142632.4,BigBasket
TXN015077,ACC0130,2025-01-29,68148.91,Amazon
TXN002917,ACC0085,2025-05-15,107276.46,ATM_Withdrawal
TXN005462,ACC0219,2025-04-06,133288.91,Flipkart
TXN002020,ACC0218,2025-02-15,90897.39,Uber
TXN001580,ACC0439,2025-02-22,90032.41,Uber
TXN013215,ACC0177,2025-04-26,54019.95,BigBasket
TXN004941,ACC0389,2025-07-27,104960.42,Amazon
TXN018986,ACC0210,2025-05-24,77571.22,Uber
TXN000794,ACC0485,2025-07-18,123043.3,ATM_Withdrawal
TXN017638,ACC0469,2025-01-22,97431.62,Zomato
TXN010495,ACC0008,2025-06-14,71379.06,ATM_Withdrawal
TXN008618,ACC0415,2025-03-11,51653.36,Swiggy
TXN018652,ACC0141,2025-01-26,56225.27,Flipkart
