txn_id,account_id,amount,merchant,txn_date,fraud_type,flagged_date,fraud_flag,risk_level
TXN009787,ACC0332,145538.44,Swiggy,2025-02-19,,,normal,High
TXN009788,ACC0398,82414.63,Unknown_POS,2025-04-28,Phishing,2025-01-21,fraud,High
TXN009789,ACC0265,71741.7,Amazon,2025-01-06,,,normal,Low
TXN009790,ACC0141,97624.49,Zomato,2025-02-16,,,normal,Low
TXN009791,ACC0181,116002.28,Zomato,2025-04-27,,,normal,High
TXN009792,ACC0041,92148.69,BigBasket,2025-05-14,,,normal,Low
TXN009793,ACC0297,10662.94,Flipkart,2025-03-02,,,normal,Low
TXN009794,ACC0372,102269.74,Swiggy,2025-04-20,,,normal,High
TXN009795,ACC0346,97637.56,BigBasket,2025-01-21,,,normal,Low
TXN009796,ACC0128,106080.98,Amazon,2025-03-21,,,normal,High
TXN009797,ACC0178,122273.61,Amazon,2025-01-02,Card Skimming,2025-02-17,fraud,Critical
TXN009798,ACC0254,56274.69,Uber,2025-05-03,,,normal,Low
TXN009799,ACC0290,98810.45,Unknown_POS,2025-03-14,,,normal,Low
TXN009800,ACC0102,52008.14,Unknown_POS,2025-07-20,,,normal,Low
TXN009801,ACC0259,105667.19,Unknown_POS,2025-04-17,,,normal,High
TXN009802,ACC0065,10650.37,Amazon,2025-07-16,,,normal,Low
TXN009803,ACC0416,136797.31,BigBasket,2025-03-25,,,normal,High
TXN009804,ACC0038,117182.3,Uber,2025-06-06,,,normal,High
TXN009805,ACC0283,110990.21,Uber,2025-03-13,,,normal,High
TXN009806,ACC0384,24474.36,BigBasket,2025-02-13,,,normal,Low
TXN009807,ACC0299,50530.21,Zomato,2025-03-27,,,normal,Low
TXN009808,ACC0419,106211.91,BigBasket,2025-02-18,,,normal,High
TXN009809,ACC0314,52685.26,Flipkart,2025-01-18,,,normal,Low
TXN009810,ACC0298,31264.96,BigBasket,2025-04-16,,,normal,Low
TXN009811,ACC0057,105614.7,Flipkart,2025-07-11,,,normal,High
TXN009812,ACC0014,61637.62,Uber,2025-06-02,,,normal,Low
TXN009813,ACC0176,100895.03,Unknown_POS,2025-01-28,,,normal,High
TXN009814,ACC0118,113458.66,Amazon,2025-04-13,,,normal,High
TXN009815,ACC0483,110109.5,Uber,2025-03-27,,,normal,High
TXN009816,ACC0034,35640.79,Swiggy,2025-05-06,,,normal,Low
TXN009817,ACC0073,39159.19,Unknown_POS,2025-03-02,,,normal,Low
TXN009818,ACC0444,73055.32,ATM_Withdrawal,2025-06-29,,,normal,Low
TXN009819,ACC0445,148957.38,Zomato,2025-01-11,,,normal,High
TXN009820,ACC0453,25914.75,Flipkart,2025-06-23,,,normal,Low
TXN009821,ACC0072,12072.74,Flipkart,2025-05-13,Account Takeover,2025-05-17,fraud,Medium
TXN009822,ACC0455,130986.84,Zomato,2025-07-22,,,normal,High
TXN009823,ACC0181,101228.09,BigBasket,2025-03-20,,,normal,High
TXN009824,ACC0450,143134.95,Flipkart,2025-02-05,,,normal,High
TXN009825,ACC0037,66213.31,BigBasket,2025-02-11,,,normal,Low
TXN009826,ACC0486,63495.58,ATM_Withdrawal,2025-05-29,,,normal,Low
TXN009827,ACC0457,32657.75,Flipkart,2025-07-29,,,normal,Low
TXN009828,ACC0157,126197.34,Zomato,2025-06-05,,,normal,High
TXN009829,ACC0123,134654.96,Unknown_POS,2025-01-27,,,normal,High
TXN009830,ACC0083,8123.03,Unknown_POS,2025-03-03,,,normal,Low
TXN009831,ACC0375,50182.67,Uber,2025-07-16,Identity Theft,2025-03-18,fraud,High
TXN009832,ACC0345,4061.32,Flipkart,2025-01-07,,,normal,Low
TXN009833,ACC0261,2855.93,Unknown_POS,2025-07-25,,,normal,Low
TXN009834,ACC0153,142777.66,Flipkart,2025-05-21,,,normal,High
TXN009835,ACC0347,137658.41,Swiggy,2025-01-10,,,normal,High
TXN009836,ACC0035,23002.24,Flipkart,2025-05-09,,,normal,Low
TXN009837,ACC0362,3609.16,Flipkart,2025-03-06,,,normal,Low
TXN009838,ACC0230,20250.66,Uber,2025-01-12,,,normal,Low
TXN009839,ACC0498,9449.04,ATM_Withdrawal,2025-04-19,,,normal,Low
TXN009840,ACC0273,96247.35,Zomato,2025-04-25,,,normal,Low
TXN009841,ACC0095,9681.42,ATM_Withdrawal,2025-07-14,,,normal,Low
TXN009842,ACC0442,31483.19,Swiggy,2025-01-03,,,normal,Low
TXN009843,ACC0493,42051.64,Uber,2025-01-06,,,normal,Low
TXN009844,ACC0341,38409.13,Zomato,2025-05-07,Phishing,2025-01-18,fraud,Medium
TXN009845,ACC0158,19499.91,Amazon,2025-03-20,,,normal,Low
TXN009846,ACC0211,9998.19,Amazon,2025-04-03,,,normal,Low
TXN009847,ACC0413,44169.61,Unknown_POS,2025-01-06,,,normal,Low
TXN009848,ACC0001,1847.44,Uber,2025-01-17,Phishing,2025-06-07,fraud,Medium
TXN009849,ACC0057,18337.71,BigBasket,2025-02-21,,,normal,Low
TXN009850,ACC0188,144008.44,ATM_Withdrawal,2025-03-27,,,normal,High
TXN009851,ACC0293,20017.04,ATM_Withdrawal,2025-03-19,,,normal,Low
TXN009852,ACC0390,102710.65,Swiggy,2025-02-07,,,normal,High
TXN009853,ACC0348,89539.56,BigBasket,2025-03-01,,,normal,Low
TXN009854,ACC0217,129100.74,ATM_Withdrawal,2025-07-13,,,normal,High
TXN009855,ACC0067,12808.71,Unknown_POS,2025-06-18,Account Takeover,2025-07-01,fraud,Medium
TXN009856,ACC0407,11559.44,ATM_Withdrawal,2025-07-19,,,normal,Low
TXN009857,ACC0367,135938.15,ATM_Withdrawal,2025-05-22,,,normal,High
TXN009858,ACC0252,71444.34,ATM_Withdrawal,2025-04-19,,,normal,Low
TXN009859,ACC0470,129721.99,Zomato,2025-04-05,,,normal,High
TXN009860,ACC0257,69734.66,Flipkart,2025-05-03,,,normal,Low
TXN009861,ACC0066,32001.82,Flipkart,2025-07-22,Account Takeover,2025-02-26,fraud,Medium
TXN009862,ACC0273,33519.8,ATM_Withdrawal,2025-05-27,,,normal,Low
TXN009863,ACC0330,119992.21,Amazon,2025-06-12,,,normal,High
TXN009864,ACC0143,71508.9,Amazon,2025-05-10,,,normal,Low
TXN009865,ACC0141,17580.52,Uber,2025-04-03,,,normal,Low
TXN009866,ACC0164,110902.62,Unknown_POS,2025-03-29,,,normal,High
TXN009867,ACC0476,121282.75,Flipkart,2025-05-11,,,normal,High
TXN009868,ACC0331,118565.35,Zomato,2025-07-08,Identity Theft,2025-02-27,fraud,Critical
TXN009869,ACC0144,80805.71,Amazon,2025-01-30,,,normal,Low
TXN009870,ACC0256,98615.23,Uber,2025-05-29,Phishing,2025-02-10,fraud,High
TXN009871,ACC0373,6055.51,Flipkart,2025-06-23,,,normal,Low
TXN009872,ACC0179,120738.43,BigBasket,2025-05-05,,,normal,High
TXN009873,ACC0318,136080.54,Flipkart,2025-02-19,,,normal,High
TXN009874,ACC0393,95652.13,Zomato,2025-05-19,,,normal,Low
TXN009875,ACC0339,108057.89,Amazon,2025-04-11,,,normal,High
TXN009876,ACC0186,124094.45,Zomato,2025-03-13,,,normal,High
TXN009877,ACC0393,87550.2,ATM_Withdrawal,2025-03-02,,,normal,Low
TXN009878,ACC0042,84552.94,Uber,2025-06-22,,,normal,Low
TXN009879,ACC0016,34224.17,BigBasket,2025-04-16,,,normal,Low
TXN009880,ACC0434,134465.99,Amazon,2025-04-18,,,normal,High
TXN009881,ACC0072,110845.29,Flipkart,2025-01-14,Account Takeover,2025-05-17,fraud,Critical
TXN009882,ACC0394,29623.11,Uber,2025-04-01,Phishing,2025-02-09,fraud,Medium
TXN009883,ACC0096,103033.12,BigBasket,2025-01-15,,,normal,High
TXN009884,ACC0184,97349.69,BigBasket,2025-06-24,,,normal,Low
TXN009885,ACC0387,101081.77,Uber,2025-02-26,,,normal,High
TXN009886,ACC0145,127420.42,ATM_Withdrawal,2025-07-14,,,normal,High
TXN009887,ACC0389,106245.55,Unknown_POS,2025-05-13,,,normal,High
TXN009888,ACC0234,104796.62,Swiggy,2025-04-30,,,normal,High
TXN009889,ACC0330,134628.32,Swiggy,2025-07-03,,,normal,High
TXN009890,ACC0500,15922.67,Amazon,2025-07-24,,,normal,Low
TXN009891,ACC0380,68357.01,Swiggy,2025-01-10,,,normal,Low
TXN009892,ACC0348,1421.87,Uber,2025-06-20,,,normal,Low
TXN009893,ACC0012,113426.7,Uber,2025-07-16,,,normal,High
TXN009894,ACC0254,145486.86,Flipkart,2025-07-14,,,normal,High
TXN009895,ACC0401,44292.02,Flipkart,2025-02-14,,,normal,Low
TXN009896,ACC0353,55090.8,ATM_Withdrawal,2025-04-24,,,normal,Low
TXN009897,ACC0276,2392.84,Uber,2025-06-27,,,normal,Low
TXN009898,ACC0049,142887.02,Uber,2025-01-06,,,normal,High
TXN009899,ACC0283,61357.78,Flipkart,2025-04-20,,,normal,Low
TXN009900,ACC0268,38603.97,Uber,2025-04-18,Card Skimming,2025-07-11,fraud,Medium
TXN009901,ACC0077,18956.14,Uber,2025-04-21,,,normal,Low
TXN009902,ACC0154,142085.18,ATM_Withdrawal,2025-07-30,Identity Theft,2025-06-03,fraud,Critical
TXN009903,ACC0031,38851.24,Unknown_POS,2025-06-28,,,normal,Low
TXN009904,ACC0241,17291.31,Amazon,2025-01-22,,,normal,Low
TXN009905,ACC0061,69504.72,Amazon,2025-05-09,Identity Theft,2025-03-09,fraud,High
TXN009906,ACC0119,23596.67,ATM_Withdrawal,2025-03-04,,,normal,Low
TXN009907,ACC0398,103956.07,Uber,2025-01-13,Phishing,2025-01-21,fraud,Critical
TXN009908,ACC0115,113219.89,ATM_Withdrawal,2025-07-21,,,normal,High
TXN009909,ACC0126,46228.26,Unknown_POS,2025-02-04,,,normal,Low
TXN009910,ACC0338,115913.04,ATM_Withdrawal,2025-04-19,,,normal,High
TXN009911,ACC0337,90127.85,Amazon,2025-03-07,,,normal,Low
TXN009912,ACC0387,95881.13,Amazon,2025-02-24,,,normal,Low
TXN009913,ACC0134,144077.92,Flipkart,2025-07-24,,,normal,High
TXN009914,ACC0412,66374.46,Swiggy,2025-04-29,,,normal,Low
TXN009915,ACC0134,126230.06,Swiggy,2025-04-14,,,normal,High
TXN009916,ACC0146,3398.57,Flipkart,2025-04-30,,,normal,Low
TXN009917,ACC0054,28787.81,Flipkart,2025-06-24,,,normal,Low
TXN009918,ACC0262,115182.18,Uber,2025-04-20,,,normal,High
TXN009919,ACC0126,37156.71,Uber,2025-02-04,,,normal,Low
TXN009920,ACC0473,103416.5,BigBasket,2025-04-02,,,normal,High
TXN009921,ACC0050,118081.88,Swiggy,2025-05-11,Card Skimming,2025-02-12,fraud,Critical
TXN009922,ACC0238,89221.87,ATM_Withdrawal,2025-04-05,,,normal,Low
TXN009923,ACC0030,36897.29,Zomato,2025-01-06,,,normal,Low
TXN009924,ACC0463,69071.11,Zomato,2025-07-14,,,normal,Low
TXN009925,ACC0374,53147.25,Unknown_POS,2025-02-09,,,normal,Low
TXN009926,ACC0413,70375.97,Amazon,2025-06-24,,,normal,Low
TXN009927,ACC0498,119102.45,BigBasket,2025-07-28,,,normal,High
TXN009928,ACC0108,20753.95,Flipkart,2025-04-08,,,normal,Low
TXN009929,ACC0449,100779.5,Zomato,2025-06-16,,,normal,High
TXN009930,ACC0064,123251.77,Uber,2025-01-19,,,normal,High
TXN009931,ACC0056,10015.9,Amazon,2025-06-13,,,normal,Low
TXN009932,ACC0328,4213.81,Amazon,2025-02-05,,,normal,Low
TXN009933,ACC0251,37214.6,Unknown_POS,2025-01-27,,,normal,Low
TXN009934,ACC0333,30625.23,Amazon,2025-05-30,,,normal,Low
TXN009935,ACC0185,26521.6,Uber,2025-02-02,,,normal,Low
TXN009936,ACC0136,97027.01,Unknown_POS,2025-02-11,,,normal,Low
TXN009937,ACC0402,98115.18,Zomato,2025-04-23,,,normal,Low
TXN009938,ACC0384,54862.33,Zomato,2025-07-13,,,normal,Low
TXN009939,ACC0287,100482.72,BigBasket,2025-03-09,,,normal,High
TXN009940,ACC0397,18031.87,Unknown_POS,2025-04-19,,,normal,Low
TXN009941,ACC0056,46934.88,Uber,2025-06-25,,,normal,Low
TXN009942,ACC0139,21293.28,Flipkart,2025-07-08,,,normal,Low
TXN009943,ACC0274,127660.22,BigBasket,2025-03-12,,,normal,High
TXN009944,ACC0162,65816.32,BigBasket,2025-02-23,,,normal,Low
TXN009945,ACC0275,60251.34,Swiggy,2025-02-09,,,normal,Low
TXN009946,ACC0369,93748.66,Amazon,2025-06-14,,,normal,Low
TXN009947,ACC0274,40493.24,Uber,2025-01-28,,,normal,Low
TXN009948,ACC0496,27486.71,Zomato,2025-01-09,,,normal,Low
TXN009949,ACC0069,52133.25,BigBasket,2025-02-19,,,normal,Low
TXN009950,ACC0304,123830.3,Amazon,2025-02-28,,,normal,High
TXN009951,ACC0356,142353.47,BigBasket,2025-02-22,,,normal,High
TXN009952,ACC0449,25750.65,Amazon,2025-06-15,,,normal,Low
TXN009953,ACC0173,138912.29,ATM_Withdrawal,2025-01-08,,,normal,High
TXN009954,ACC0162,130935.12,Flipkart,2025-01-12,,,normal,High
TXN009955,ACC0300,132383.82,ATM_Withdrawal,2025-06-25,Card Skimming,2025-02-10,fraud,Critical
TXN009956,ACC0414,54138.79,Uber,2025-02-24,,,normal,Low
TXN009957,ACC0467,53751.37,Uber,2025-02-03,,,normal,Low
TXN009958,ACC0361,71030.49,ATM_Withdrawal,2025-06-29,,,normal,Low
TXN009959,ACC0248,42826.87,Uber,2025-03-06,,,normal,Low
TXN009960,ACC0290,39718.27,Zomato,2025-04-10,,,normal,Low
TXN009961,ACC0018,64099.34,Amazon,2025-03-20,,,normal,Low
TXN009962,ACC0025,1355.93,Swiggy,2025-04-22,,,normal,Low
TXN009963,ACC0200,81973.19,Swiggy,2025-03-18,,,normal,Low
TXN009964,ACC0492,100755.77,BigBasket,2025-07-09,,,normal,High
TXN009965,ACC0413,120358.91,ATM_Withdrawal,2025-04-04,,,normal,High
TXN009966,ACC0237,34219.1,BigBasket,2025-06-01,,,normal,Low
TXN009967,ACC0463,129808.29,Unknown_POS,2025-06-16,,,normal,High
TXN009968,ACC0011,15146.34,Flipkart,2025-05-30,,,normal,Low
TXN009969,ACC0012,3702.38,Swiggy,2025-03-07,,,normal,Low
TXN009970,ACC0441,38029.51,BigBasket,2025-04-03,,,normal,Low
TXN009971,ACC0375,90477.68,Amazon,2025-02-20,Identity Theft,2025-03-18,fraud,High
TXN009972,ACC0048,65149.32,Zomato,2025-07-13,,,normal,Low
TXN009973,ACC0073,111488.81,ATM_Withdrawal,2025-06-11,,,normal,High
TXN009974,ACC0016,84571.76,Unknown_POS,2025-04-23,,,normal,Low
TXN009975,ACC0488,54117.31,Flipkart,2025-02-04,,,normal,Low
TXN009976,ACC0362,44532.48,Flipkart,2025-05-03,,,normal,Low
TXN009977,ACC0352,116089.03,Zomato,2025-04-11,Phishing,2025-03-13,fraud,Critical
TXN009978,ACC0068,8854.68,Zomato,2025-04-06,,,normal,Low
TXN009979,ACC0384,146780.49,Uber,2025-06-24,,,normal,High
TXN009980,ACC0127,95211.48,Uber,2025-06-22,,,normal,Low
TXN009981,ACC0486,140677.75,ATM_Withdrawal,2025-03-10,,,normal,High
TXN009982,ACC0286,53655.26,Zomato,2025-05-27,,,normal,Low
TXN009983,ACC0219,117964.41,ATM_Withdrawal,2025-01-24,,,normal,High
TXN009984,ACC0303,85507.83,Uber,2025-03-09,,,normal,Low
TXN009985,ACC0173,45978.82,BigBasket,2025-07-24,,,normal,Low
TXN009986,ACC0365,53138.17,ATM_Withdrawal,2025-06-09,,,normal,Low
TXN009987,ACC0376,131383.19,Swiggy,2025-05-10,,,normal,High
TXN009988,ACC0230,28997.2,Flipkart,2025-07-05,,,normal,Low
TXN009989,ACC0253,131118.57,Swiggy,2025-07-01,,,normal,High
TXN009990,ACC0225,16015.24,Zomato,2025-07-06,,,normal,Low
TXN009991,ACC0068,139769.69,Uber,2025-02-07,,,normal,High
TXN009992,ACC0462,24252.14,Zomato,2025-01-07,,,normal,Low
TXN009993,ACC0202,137138.22,ATM_Withdrawal,2025-06-20,,,normal,High
TXN009994,ACC0199,69277.37,Uber,2025-01-27,,,normal,Low
TXN009995,ACC0364,114978.51,Uber,2025-01-08,,,normal,High
TXN009996,ACC0021,109273.72,Unknown_POS,2025-03-13,,,normal,High
TXN009997,ACC0173,55019.14,Flipkart,2025-06-19,,,normal,Low
TXN009998,ACC0084,56697.08,Flipkart,2025-05-22,,,normal,Low
TXN009999,ACC0490,144725.35,BigBasket,2025-02-01,,,normal,High
TXN010000,ACC0004,106117.06,Swiggy,2025-02-04,,,normal,High
TXN010001,ACC0273,90485.0,Amazon,2025-07-03,,,normal,Low
TXN010002,ACC0245,97494.92,BigBasket,2025-07-18,Phishing,2025-01-20,fraud,High
TXN010003,ACC0301,25497.74,Swiggy,2025-04-02,Card Skimming,2025-03-14,fraud,Medium
TXN010004,ACC0227,139691.34,Unknown_POS,2025-07-19,,,normal,High
TXN010005,ACC0252,119198.69,Swiggy,2025-05-04,,,normal,High
TXN010006,ACC0106,31568.85,Uber,2025-06-09,,,normal,Low
TXN010007,ACC0112,34424.05,ATM_Withdrawal,2025-07-12,,,normal,Low
TXN010008,ACC0100,118141.16,ATM_Withdrawal,2025-07-07,,,normal,High
TXN010009,ACC0267,91206.29,Swiggy,2025-02-25,,,normal,Low
TXN010010,ACC0041,17998.07,Amazon,2025-03-30,,,normal,Low
TXN010011,ACC0071,262.21,ATM_Withdrawal,2025-04-08,Phishing,2025-01-30,fraud,Medium
TXN010012,ACC0388,10203.45,Zomato,2025-02-12,,,normal,Low
TXN010013,ACC0458,94014.72,Unknown_POS,2025-06-10,,,normal,Low
TXN010014,ACC0490,99989.12,Unknown_POS,2025-05-26,,,normal,Low
TXN010015,ACC0498,138970.4,BigBasket,2025-07-22,,,normal,High
TXN010016,ACC0111,10289.06,BigBasket,2025-05-08,,,normal,Low
TXN010017,ACC0244,16754.24,Amazon,2025-03-05,,,normal,Low
TXN010018,ACC0183,695.0,Zomato,2025-02-16,,,normal,Low
TXN010019,ACC0034,68003.74,Amazon,2025-05-23,,,normal,Low
TXN010020,ACC0341,85273.26,BigBasket,2025-07-27,Phishing,2025-01-18,fraud,High
TXN010021,ACC0027,93423.38,Zomato,2025-05-02,,,normal,Low
TXN010022,ACC0240,127506.15,Zomato,2025-04-26,,,normal,High
TXN010023,ACC0054,91864.5,Zomato,2025-02-03,,,normal,Low
TXN010024,ACC0456,141204.16,Uber,2025-03-12,,,normal,High
TXN010025,ACC0265,7798.11,Swiggy,2025-03-29,,,normal,Low
TXN010026,ACC0351,68107.58,BigBasket,2025-06-26,,,normal,Low
TXN010027,ACC0311,124427.0,Amazon,2025-06-13,,,normal,High
TXN010028,ACC0270,61825.63,Amazon,2025-02-08,,,normal,Low
TXN010029,ACC0001,8865.88,Swiggy,2025-06-05,Phishing,2025-06-07,fraud,Medium
TXN010030,ACC0089,84138.22,ATM_Withdrawal,2025-01-08,,,normal,Low
TXN010031,ACC0044,141567.91,Flipkart,2025-02-10,,,normal,High
TXN010032,ACC0268,126798.2,Uber,2025-05-30,Card Skimming,2025-07-11,fraud,Critical
TXN010033,ACC0178,36834.36,BigBasket,2025-02-16,Card Skimming,2025-02-17,fraud,Medium
TXN010034,ACC0292,115875.24,Swiggy,2025-04-16,,,normal,High
TXN010035,ACC0121,11354.17,BigBasket,2025-02-23,Account Takeover,2025-03-16,fraud,Medium
TXN010036,ACC0416,136044.6,ATM_Withdrawal,2025-06-08,,,normal,High
TXN010037,ACC0485,17292.42,BigBasket,2025-03-31,,,normal,Low
TXN010038,ACC0229,93177.2,Zomato,2025-07-22,,,normal,Low
TXN010039,ACC0086,2113.4,Amazon,2025-02-20,,,normal,Low
TXN010040,ACC0407,129565.43,Uber,2025-04-22,,,normal,High
TXN010041,ACC0481,69755.3,Amazon,2025-01-18,,,normal,Low
TXN010042,ACC0087,110150.06,Flipkart,2025-07-23,,,normal,High
TXN010043,ACC0485,139916.62,Amazon,2025-02-26,,,normal,High
TXN010044,ACC0228,93809.75,Unknown_POS,2025-05-12,,,normal,Low
TXN010045,ACC0253,52464.81,ATM_Withdrawal,2025-06-16,,,normal,Low
TXN010046,ACC0167,102431.63,BigBasket,2025-03-29,,,normal,High
TXN010047,ACC0487,88175.76,Flipkart,2025-01-02,,,normal,Low
TXN010048,ACC0156,6511.96,ATM_Withdrawal,2025-03-27,,,normal,Low
TXN010049,ACC0091,58654.44,Uber,2025-03-05,,,normal,Low
TXN010050,ACC0347,19234.01,Swiggy,2025-04-11,,,normal,Low
TXN010051,ACC0257,143317.48,Flipkart,2025-04-20,,,normal,High
TXN010052,ACC0277,43240.49,Swiggy,2025-02-01,Phishing,2025-03-09,fraud,Medium
TXN010053,ACC0021,118994.82,Zomato,2025-03-20,,,normal,High
TXN010054,ACC0334,40595.01,BigBasket,2025-05-22,,,normal,Low
TXN010055,ACC0468,102312.75,Uber,2025-01-12,,,normal,High
TXN010056,ACC0465,21978.17,ATM_Withdrawal,2025-04-13,,,normal,Low
TXN010057,ACC0449,39155.51,Zomato,2025-04-09,,,normal,Low
TXN010058,ACC0476,90735.88,Zomato,2025-03-17,,,normal,Low
TXN010059,ACC0440,135642.56,Flipkart,2025-05-27,,,normal,High
TXN010060,ACC0218,131829.05,Unknown_POS,2025-07-20,,,normal,High
TXN010061,ACC0230,145299.38,ATM_Withdrawal,2025-03-07,,,normal,High
TXN010062,ACC0285,83983.64,Unknown_POS,2025-06-23,,,normal,Low
TXN010063,ACC0289,110379.59,BigBasket,2025-05-11,,,normal,High
TXN010064,ACC0273,67005.47,Flipkart,2025-03-22,,,normal,Low
TXN010065,ACC0491,12952.16,Unknown_POS,2025-07-12,,,normal,Low
TXN010066,ACC0331,140589.17,ATM_Withdrawal,2025-07-27,Identity Theft,2025-02-27,fraud,Critical
TXN010067,ACC0329,146751.65,Uber,2025-02-08,,,normal,High
TXN010068,ACC0487,75625.36,Zomato,2025-01-24,,,normal,Low
TXN010069,ACC0335,67529.99,BigBasket,2025-05-29,,,normal,Low
TXN010070,ACC0111,70932.8,Flipkart,2025-04-27,,,normal,Low
TXN010071,ACC0496,41847.01,Zomato,2025-02-10,,,normal,Low
TXN010072,ACC0450,64702.46,Uber,2025-01-29,,,normal,Low
TXN010073,ACC0183,100515.71,Swiggy,2025-06-23,,,normal,High
TXN010074,ACC0475,147327.38,ATM_Withdrawal,2025-03-08,,,normal,High
TXN010075,ACC0280,40597.56,Amazon,2025-01-04,Account Takeover,2025-03-03,fraud,Medium
TXN010076,ACC0150,72396.8,Zomato,2025-01-11,,,normal,Low
TXN010077,ACC0200,10287.42,ATM_Withdrawal,2025-03-30,,,normal,Low
TXN010078,ACC0192,117965.91,Swiggy,2025-04-11,Phishing,2025-05-07,fraud,Critical
TXN010079,ACC0222,135419.85,Swiggy,2025-06-28,,,normal,High
TXN010080,ACC0388,125060.22,Zomato,2025-01-13,,,normal,High
TXN010081,ACC0343,23897.36,Zomato,2025-07-05,,,normal,Low
TXN010082,ACC0494,116458.35,Flipkart,2025-03-29,,,normal,High
TXN010083,ACC0073,58439.36,ATM_Withdrawal,2025-04-04,,,normal,Low
TXN010084,ACC0095,23187.17,Zomato,2025-01-19,,,normal,Low
TXN010085,ACC0003,82907.36,BigBasket,2025-01-07,,,normal,Low
TXN010086,ACC0235,75916.82,BigBasket,2025-06-18,,,normal,Low
TXN010087,ACC0404,17315.08,Zomato,2025-05-31,,,normal,Low
TXN010088,ACC0073,45774.95,BigBasket,2025-06-30,,,normal,Low
TXN010089,ACC0398,57129.58,Amazon,2025-04-10,Phishing,2025-01-21,fraud,High
TXN010090,ACC0298,117682.84,Amazon,2025-05-19,,,normal,High
TXN010091,ACC0449,137535.16,Zomato,2025-03-27,,,normal,High
TXN010092,ACC0209,90882.05,Zomato,2025-06-17,,,normal,Low
TXN010093,ACC0016,135286.03,Uber,2025-02-21,,,normal,High
TXN010094,ACC0038,136536.78,Zomato,2025-07-30,,,normal,High
TXN010095,ACC0421,60879.06,Zomato,2025-06-13,,,normal,Low
TXN010096,ACC0065,77361.63,Unknown_POS,2025-05-31,,,normal,Low
TXN010097,ACC0375,40081.79,ATM_Withdrawal,2025-05-18,Identity Theft,2025-03-18,fraud,Medium
TXN010098,ACC0444,120415.03,Amazon,2025-07-04,,,normal,High
TXN010099,ACC0378,120200.16,Unknown_POS,2025-05-08,,,normal,High
TXN010100,ACC0023,74833.01,Unknown_POS,2025-01-07,,,normal,Low
TXN010101,ACC0051,118087.56,Zomato,2025-03-13,,,normal,High
TXN010102,ACC0447,4756.45,Amazon,2025-04-24,Account Takeover,2025-02-13,fraud,Medium
TXN010103,ACC0402,110001.68,Flipkart,2025-03-13,,,normal,High
TXN010104,ACC0374,73255.72,Uber,2025-06-19,,,normal,Low
TXN010105,ACC0457,29586.44,ATM_Withdrawal,2025-03-14,,,normal,Low
TXN010106,ACC0043,109244.91,Unknown_POS,2025-06-19,,,normal,High
TXN010107,ACC0123,136568.25,ATM_Withdrawal,2025-05-09,,,normal,High
TXN010108,ACC0224,131254.2,BigBasket,2025-02-17,,,normal,High
TXN010109,ACC0457,106195.54,Uber,2025-05-03,,,normal,High
TXN010110,ACC0427,110871.05,Uber,2025-01-02,,,normal,High
TXN010111,ACC0498,125009.34,Unknown_POS,2025-04-06,,,normal,High
TXN010112,ACC0220,78552.28,Uber,2025-02-01,Card Skimming,2025-05-04,fraud,High
TXN010113,ACC0390,108678.75,Uber,2025-05-19,,,normal,High
TXN010114,ACC0035,25592.47,BigBasket,2025-03-12,,,normal,Low
TXN010115,ACC0452,94183.71,Uber,2025-03-01,,,normal,Low
TXN010116,ACC0056,110115.27,ATM_Withdrawal,2025-07-05,,,normal,High
TXN010117,ACC0089,31125.62,Uber,2025-04-18,,,normal,Low
TXN010118,ACC0352,25845.18,Swiggy,2025-05-27,Phishing,2025-03-13,fraud,Medium
TXN010119,ACC0070,107077.88,Swiggy,2025-02-22,,,normal,High
TXN010120,ACC0063,84499.88,Amazon,2025-03-22,,,normal,Low
TXN010121,ACC0008,104816.55,Flipkart,2025-04-29,,,normal,High
TXN010122,ACC0109,99289.48,Amazon,2025-02-05,,,normal,Low
TXN010123,ACC0149,41002.0,Uber,2025-07-03,,,normal,Low
TXN010124,ACC0473,52698.41,ATM_Withdrawal,2025-07-19,,,normal,Low
TXN010125,ACC0473,72472.49,BigBasket,2025-07-23,,,normal,Low
TXN010126,ACC0425,39924.49,ATM_Withdrawal,2025-06-20,,,normal,Low
TXN010127,ACC0333,57011.58,Amazon,2025-06-28,,,normal,Low
TXN010128,ACC0152,62682.58,Zomato,2025-03-22,,,normal,Low
TXN010129,ACC0296,133796.87,Unknown_POS,2025-01-22,,,normal,High
TXN010130,ACC0352,110801.26,BigBasket,2025-07-29,Phishing,2025-03-13,fraud,Critical
TXN010131,ACC0226,60130.71,ATM_Withdrawal,2025-06-17,,,normal,Low
TXN010132,ACC0385,59954.81,BigBasket,2025-07-28,,,normal,Low
TXN010133,ACC0419,107950.52,Unknown_POS,2025-05-02,,,normal,High
TXN010134,ACC0206,72124.66,Unknown_POS,2025-03-06,,,normal,Low
TXN010135,ACC0024,52950.65,Amazon,2025-05-24,,,normal,Low
TXN010136,ACC0257,110621.92,BigBasket,2025-06-21,,,normal,High
TXN010137,ACC0436,20994.76,Unknown_POS,2025-06-14,,,normal,Low
TXN010138,ACC0160,132075.55,Swiggy,2025-03-26,,,normal,High
TXN010139,ACC0037,54595.33,Uber,2025-05-06,,,normal,Low
TXN010140,ACC0294,80616.09,ATM_Withdrawal,2025-06-09,,,normal,Low
